Embedding_dim,ADE,FDE
2,5.4642252922058105,18.782760620117188
3,5.152246952056885,16.821407318115234
4,5.466849327087402,18.100116729736328
5,5.571902751922607,18.564746856689453
6,3.7194149494171143,9.513971328735352
7,3.365244150161743,7.853316307067871
