Embedding_dim,ADE,FDE
2,15.95437240600586,21.147031784057617
3,18.838876724243164,23.377073287963867
4,7.724581241607666,14.205458641052246
5,7.881386756896973,13.623454093933105
6,3.096719980239868,5.651634216308594
7,2.7304110527038574,5.593597412109375
