Embedding_dim,ADE,FDE
2,4.347967147827148,10.252453804016113
3,4.414506912231445,10.442951202392578
4,4.341925621032715,10.254064559936523
5,4.378939628601074,10.376794815063477
6,4.512494087219238,10.824610710144043
7,2.750286340713501,6.47324275970459
